Estado,Año,Código,Dependencia,Aprobado,Devengado,Observaciones
Aguascalientes,2020,CA59,MUNICIPIO DE CALVILLO,205113000.00,231100310.00,x
Aguascalientes,2020,CA60,MUNICIPIO DE COSÍO,118354000.00,113459120.00,x
Aguascalientes,2020,CA61,MUNICIPIO DE EL LLANO,144933000.00,131085920.00,x
Aguascalientes,2020,CA62,MUNICIPIO DE JESÚS MARÍA,328492000.00,346598270.00,x
Aguascalientes,2020,CA63,MUNICIPIO DE PABELLÓN DE ARTEAGA,165793000.00,163399820.00,x
Aguascalientes,2020,CA64,MUNICIPIO DE RINCÓN DE ROMOS,175200000.00,200309890.00,x
Aguascalientes,2020,CA65,MUNICIPIO DE SAN FRANCISCO DE LOS ROMO,166530000.00,172188920.00,x
Aguascalientes,2020,CA66,MUNICIPIO DE SAN JOSÉ DE GRACIA,104465000.00,146378940.00,x
Aguascalientes,2020,CA67,MUNICIPIO DE TEPEZALÁ,100012000.00,108818900.00,x
Aguascalientes,2020,CA68,INSTITUTO ESTATAL ELECTORAL,96516000.00,96516000.00,x
Aguascalientes,2020,CA69,COMISIÓN ESTATAL DE DERECHOS HUMANOS,19489000.00,19489000.00,x
Aguascalientes,2020,CA70,INSTITUTO DE TRANSPARENCIA DEL ESTADO DE AGUASCALIENTES,23070000.00,23070000.00,x
Aguascalientes,2020,CA71,ÓRGANO SUPERIOR DE FISCALIZACIÓN,31032000.00,31032000.00,x
Aguascalientes,2020,CA72,FISCALÍA GENERAL DEL ESTADO DE AGUASCALIENTES,474977000.00,512386770.00,x
Aguascalientes,2020,CA73,TRIBUNAL ELECTORAL DEL ESTADO,15805000.00,15805000.00,x
Aguascalientes,2020,CA74,SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCIÓN,15205000.00,14396050.00,x
Aguascalientes,2020,CA75,EMPRESAS DE PARTICIPACIÓN ESTATAL MAYORITARIA,0.00,0.00,x
Aguascalientes,2020,CA76,FIDEICOMISOS PÚBLICOS,804351000.00,752444320.00,x
Aguascalientes,2020,CA77,ORGANISMOS NO GUBERNAMENTALES,51493000.00,48493000.00,x
Aguascalientes,2020,CA78,ENTIDAD O DELEGACIÓN FEDERAL,4043000.00,5385950.00,x
Aguascalientes,2020,CA79,PREVISIONES ECONÓMICAS,160000000.00,0.00,x
Aguascalientes,2020,CA80,DEUDA PÚBLICA,473050000.00,409587130.00,x
Aguascalientes,2020,CA81,SECRETARÍA DE LA FAMILIA,0.00,0.00,x
Aguascalientes,2020,CA82,INSTITUTO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE AGUASCALIENTES,0.00,0.00,x
Aguascalientes,2020,CATOT,TOTAL DEL GASTO,25394904000.00,25180295000.00,x
Aguascalientes,2021,CA1,PODER LEGISLATIVO,206084000.00,238867000.00,x
Aguascalientes,2021,CA2,PODER JUDICIAL,504000000.00,542021000.00,x
Aguascalientes,2021,CA3,DESPACHO DEL EJECUTIVO ESTATAL,121559000.00,136675000.00,x
Aguascalientes,2021,CA4,COORDINACIÓN GENERAL DE GABINETE,17733000.00,16792000.00,x
Aguascalientes,2021,CA5,SECRETARÍA GENERAL DE GOBIERNO,473835000.00,419134000.00,x
Aguascalientes,2021,CA6,SECRETARÍA DE SEGURIDAD PÚBLICA,1105568000.00,834052000.00,x
Aguascalientes,2021,CA7,SECRETARÍA DE FINANZAS,472954000.00,269232000.00,x
Aguascalientes,2021,CA8,SECRETARÍA DE DESARROLLO ECONÓMICO,128406000.00,126442000.00,x
Aguascalientes,2021,CA9,SECRETARÍA DE SALUD,1189000.00,138000.00,x
Aguascalientes,2021,CA10,"SECRETARÍA DE SUSTENTABILIDAD, MEDIO AMBIENTE Y AGUA",122131000.00,95643000.00,x
Aguascalientes,2021,CA11,"SECRETARÍA DE GESTIÓN URBANÍSTICA, ORDENAMIENTO TERRITORIAL, REGISTRAL Y CATASTRAL",89720000.00,97954000.00,x
Aguascalientes,2021,CA12,SECRETARÍA DE DESARROLLO SOCIAL,187676000.00,211114000.00,x
Aguascalientes,2021,CA13,SECRETARÍA DE OBRAS PÚBLICAS,736657000.00,2083323000.00,x
Aguascalientes,2021,CA14,SECRETARÍA DE DESARROLLO RURAL Y AGROEMPRESARIAL,160761000.00,158532000.00,x
Aguascalientes,2021,CA15,SECRETARÍA DE TURISMO,95286000.00,96394000.00,x
Aguascalientes,2021,CA16,COORDINACIÓN GENERAL DE PLANEACIÓN Y PROYECTOS,35853000.00,12989000.00,x
Aguascalientes,2021,CA17,SECRETARÍA DE ADMINISTRACIÓN,160961000.00,145571000.00,x
Aguascalientes,2021,CA18,CONTRALORÍA DEL ESTADO,53463000.00,53955000.00,x
Aguascalientes,2021,CA19,COORDINACIÓN GENERAL DE MOVILIDAD,233148000.00,101237000.00,x
Aguascalientes,2021,CA20,INSTITUTO ESTATAL DE SEGURIDAD PÚBLICA DE AGUASCALIENTES,19570000.00,19570000.00,x
Aguascalientes,2021,CA21,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS SERVIDORES PÚBLICOS DEL ESTADO DE AGUASCALIENTES,0.00,0.00,x
Aguascalientes,2021,CA22,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,306267000.00,315666000.00,x
Aguascalientes,2021,CA23,INSTITUTO DE ASESORÍA Y DEFENSORÍA PÚBLICA DEL ESTADO DE AGUASCALIENTES,29639000.00,29639000.00,x
Aguascalientes,2021,CA24,INSTITUTO AGUASCALENTENSE DE LAS MUJERES,13556000.00,23389000.00,x
Aguascalientes,2021,CA25,INSTITUTO AGUASCALENTENSE DE LA JUVENTUD,16517000.00,16517000.00,x
Aguascalientes,2021,CA26,INSTITUTO DE VIVIENDA SOCIAL Y ORDENAMIENTO DE LA PROPIEDAD DEL ESTADO,0.00,28370000.00,x
Aguascalientes,2021,CA27,PROCURADURÍA ESTATAL DE PROTECCIÓN AL AMBIENTE,6520000.00,6520000.00,x
Aguascalientes,2021,CA28,INSTITUTO DEL AGUA DEL ESTADO,208650000.00,348526000.00,x
Aguascalientes,2021,CA29,INSTITUTO PARA EL DESARROLLO DE LA SOCIEDAD DEL CONOCIMIENTO DEL ESTADO DE AGUASCALIENTES,40208000.00,40208000.00,x
Aguascalientes,2021,CA30,PATRONATO DE LA FERIA NACIONAL DE SAN MARCOS,3600000.00,20525000.00,x
Aguascalientes,2021,CA31,INSTITUTO DE EDUCACIÓN DE AGUASCALIENTES,7555186000.00,7315544000.00,x
Aguascalientes,2021,CA32,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE AGUASCALIENTES.,320000000.00,351118000.00,x
Aguascalientes,2021,CA33,ESCUELA NORMAL DE AGUASCALIENTES,20225000.00,20225000.00,x
Aguascalientes,2021,CA34,INSTITUTO PARA LA EDUCACIÓN DE LAS PERSONAS JÓVENES Y ADULTAS DEL ESTADO DE AGUASCALIENTES,66847000.00,70691000.00,x
Aguascalientes,2021,CA35,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE AGUASCALIENTES.,96325000.00,104061000.00,x
Aguascalientes,2021,CA36,UNIVERSIDAD AUTÓNOMA DE AGUASCALIENTES,1304299000.00,1352331000.00,x
Aguascalientes,2021,CA37,UNIVERSIDAD TECNOLÓGICA DE AGUASCALIENTES,103555000.00,110929000.00,x
Aguascalientes,2021,CA38,UNIVERSIDAD TECNOLÓGICA DEL NORTE DE AGUASCALIENTES,65117000.00,70000000.00,x
Aguascalientes,2021,CA39,UNIVERSIDAD POLITÉCNICA DE AGUASCALIENTES,54000000.00,62011000.00,x
Aguascalientes,2021,CA40,INSTITUTOS TECNOLOGICOS DEL ESTADO DE AGUASCALIENTES,0.00,13201000.00,x
Aguascalientes,2021,CA41,INSTITUTO CULTURAL DE AGUASCALIENTES,242474000.00,250937000.00,x
Aguascalientes,2021,CA42,INSTITUTO DEL DEPORTE DEL ESTADO DE AGUASCALIENTES,171407000.00,245300000.00,x
Aguascalientes,2021,CA43,RADIO Y TELEVISIÓN DE AGUASCALIENTES,46490000.00,53250000.00,x
Aguascalientes,2021,CA44,UNIVERSIDAD TECNOLÓGICA METROPOLITANA DE AGUASCALIENTES,13625000.00,27177000.00,x
Aguascalientes,2021,CA45,INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE AGUASCALIENTES,55000000.00,59224000.00,x
Aguascalientes,2021,CA46,INSTITUTO DE SERVICIOS DE SALUD DEL ESTADO DE AGUASCALIENTES,3344985000.00,3518614000.00,x
Aguascalientes,2021,CA47,COMISIÓN ESTATAL DE ARBITRAJE MEDICO,5351000.00,5841000.00,x
Aguascalientes,2021,CA48,UNIVERSIDAD TECNOLÓGICA EL RETOÑO,31562000.00,33764000.00,x
Aguascalientes,2021,CA49,UNIVERSIDAD TECNOLÓGICA DE CALVILLO,16352000.00,17423000.00,x
Aguascalientes,2021,CA50,CENTRO DE COMPETITIVIDAD E INNOVACION DEL ESTADO DE AGUASCALIENTES,0.00,0.00,x
Aguascalientes,2021,CA51,ORGANO IMPLEMENTADOR DEL SISTEMA DE JUSTICIA PENAL EN EL ESTADO DE AGUASCALIENTES,0.00,0.00,x
Aguascalientes,2021,CA52,INSTITUTO ESTATAL DE GESTION EMPRESARIAL Y MEJORA REGULATORIA,0.00,0.00,x
Aguascalientes,2021,CA53,RÉGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD DEL ESTADO DE AGUASCALIENTES,0.00,0.00,x
Aguascalientes,2021,CA54,INSTITUTO DE INFRAESTRUCTURA FÍSICA EDUCATIVA DEL ESTADO DE AGUASCALIENTES.,228112000.00,219960000.00,x
Aguascalientes,2021,CA55,CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE AGUASCALIENTES,0.00,6641690.00,x
Aguascalientes,2021,CA56,INSTITUTO DE PLANEACIÓN DEL ESTADO DE AGUASCALIENTES,0.00,26980910.00,x
Aguascalientes,2021,CA57,MUNICIPIO DE AGUASCALIENTES,2398813000.00,2479766000.00,x
Aguascalientes,2021,CA58,MUNICIPIO DE ASIENTOS,173471000.00,216587000.00,x
Aguascalientes,2021,CA59,MUNICIPIO DE CALVILLO,221903000.00,258021000.00,x
Aguascalientes,2021,CA60,MUNICIPIO DE COSÍO,108053000.00,104917000.00,x
Aguascalientes,2021,CA61,MUNICIPIO DE EL LLANO,111455000.00,145349000.00,x
Aguascalientes,2021,CA62,MUNICIPIO DE JESÚS MARÍA,342397000.00,355441000.00,x
Aguascalientes,2021,CA63,MUNICIPIO DE PABELLÓN DE ARTEAGA,156666000.00,171410000.00,x
Aguascalientes,2021,CA64,MUNICIPIO DE RINCÓN DE ROMOS,191611000.00,198801000.00,x
Aguascalientes,2021,CA65,MUNICIPIO DE SAN FRANCISCO DE LOS ROMO,159137000.00,174923000.00,x
Aguascalientes,2021,CA66,MUNICIPIO DE SAN JOSÉ DE GRACIA,175143000.00,147917000.00,x
Aguascalientes,2021,CA67,MUNICIPIO DE TEPEZALÁ,109219000.00,116308000.00,x
Aguascalientes,2021,CA68,INSTITUTO ESTATAL ELECTORAL,158938000.00,177438000.00,x
Aguascalientes,2021,CA69,COMISIÓN ESTATAL DE DERECHOS HUMANOS,19489000.00,19489000.00,x
Aguascalientes,2021,CA70,INSTITUTO DE TRANSPARENCIA DEL ESTADO DE AGUASCALIENTES,23070000.00,23070000.00,x
Aguascalientes,2021,CA71,ÓRGANO SUPERIOR DE FISCALIZACIÓN,32273000.00,37273000.00,x
Aguascalientes,2021,CA72,FISCALÍA GENERAL DEL ESTADO DE AGUASCALIENTES,493976000.00,518976000.00,x
Aguascalientes,2021,CA73,TRIBUNAL ELECTORAL DEL ESTADO,18500000.00,21000000.00,x
Aguascalientes,2021,CA74,SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCIÓN,16205000.00,16205000.00,x
Aguascalientes,2021,CA75,EMPRESAS DE PARTICIPACIÓN ESTATAL MAYORITARIA,0.00,0.00,x
Aguascalientes,2021,CA76,FIDEICOMISOS PÚBLICOS,332546000.00,549880000.00,x
Aguascalientes,2021,CA77,ORGANISMOS NO GUBERNAMENTALES,51493000.00,59493000.00,x
Aguascalientes,2021,CA78,ENTIDAD O DELEGACIÓN FEDERAL,4743000.00,5920000.00,x
Aguascalientes,2021,CA79,PREVISIONES ECONÓMICAS,138463000.00,0.00,x
Aguascalientes,2021,CA80,DEUDA PÚBLICA,378693000.00,329244000.00,x
Aguascalientes,2021,CA81,SECRETARÍA DE LA FAMILIA,0.00,0.00,x
Aguascalientes,2021,CA82,INSTITUTO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE AGUASCALIENTES,0.00,0.00,x
Aguascalientes,2021,CATOT,TOTAL DEL GASTO,25108680000.00,26551646600.00,x
Baja California,2018,CA1,OFICINA DE LA GUBERNATURA,131653122.00,127171955.00,x
Baja California,2018,CA2,SECRETARIA GENERAL DE GOBIERNO,281258022.00,280730594.00,x
Baja California,2018,CA3,OFICIALIA MAYOR DE GOBIERNO,752080135.00,744255965.00,x
Baja California,2018,CA4,PROCURADURIA GENERAL DE JUSTICIA,1575042326.00,1588200546.00,x
Baja California,2018,CA5,SECRETARIA DE PLANEACION Y FINANZAS,829841424.00,878606692.00,x
Baja California,2018,CA6,SECRETARÍA DE LA HONESTIDAD Y LA FUNCIÓN PÚBLICA,70440127.00,69015471.00,x
Baja California,2018,CA7,SECRETARIA DE PESCA Y ACUACULTURA,72151505.00,65233085.00,x
Baja California,2018,CA8,SECRETARIA DE INFRAESTRUCTURA Y DESARROLLO URBANO,1053897171.00,1038928708.00,x
Baja California,2018,CA9,SECRETARIA DE DESARROLLO ECONÓMICO,284492722.00,241258649.00,x
Baja California,2018,CA10,SECRETARIA DE DESARROLLO AGROPECUARIO,176452926.00,180376869.00,x
Baja California,2018,CA11,SECRETARIA DE TURISMO,200313093.00,221326049.00,x
Baja California,2018,CA12,SECRETARIA DE EDUCACION Y BIENESTAR SOCIAL,25409864274.00,26958049168.00,x
Baja California,2018,CA13,SECRETARIA DE PROTECCION AL AMBIENTE,50965542.00,48568350.00,x
Baja California,2018,CA14,SECRETARIA DE DESARROLLO SOCIAL,1413652126.00,1753156443.00,x
Baja California,2018,CA15,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,160511557.00,156589546.00,x
Baja California,2018,CA16,DIRECCION DEL REGISTRO PUBLICO DE LA PROPIEDAD Y DEL COMERCIO,86063128.00,83372895.00,x
Baja California,2018,CA17,SECRETARIA DE SEGURIDAD PÚBLICA,2064810502.00,2047907089.00,x
Baja California,2018,CA18,SECRETARIA DE SALUD,2490689945.00,4128351635.00,x
Baja California,2018,CA8,"SECRETARIA DE INFRAESTRUCTURA, DESARROLLO URBANO Y REORDENACIÓN TERRITORIAL",0.00,0.00,x
Baja California,2018,CA9,SECRETARÍA DE ECONOMÍA SUSTENTABLE Y TURISMO,0.00,0.00,x
Baja California,2018,CA10,SECRETARÍA DEL CAMPO Y LA SEGURIDAD ALIMENTARIA,0.00,0.00,x
Baja California,2018,CA12,SECRETARÍA DE EDUCACIÓN,0.00,0.00,x
Baja California,2018,CA14,SECRETARÍA DE INTEGRACIÓN Y BIENESTAR SOCIAL,0.00,0.00,x
Baja California,2018,CA19,SECRETARÍA DE CULTURA,0.00,0.00,x
Baja California,2018,CA20,SECRETARÍA DE INCLUSIÓN SOCIAL E IGUALDAD DE GÉNERO,0.00,0.00,x
Baja California,2018,CA21,"SECRETARÍA PARA EL MANEJO, SANEAMIENTO Y PROTECCIÓN DEL AGUA",0.00,0.00,x
Baja California,2018,CA22,EROGACIONES ADICIONALES,144750000.00,1499994.00,x
Baja California,2018,CA23,FINANCIAMIENTO Y DEUDA PUBLICA,1896757730.00,1770654233.00,x
Baja California,2018,CA24,ORGANISMOS NO SECTORIZADOS,0.00,0.00,x
Baja California,2018,CA37,COORDINACIÓN DE GABINETE,0.00,0.00,x
Baja California,2018,CA38,DIRECCIÓN DE COMUNICACIÓN SOCIAL,0.00,0.00,x
Baja California,2018,CA5,SECRETARÍA DE HACIENDA,0.00,0.00,x
Baja California,2018,CA39,CONSEJERÍA JURÍDICA,0.00,0.00,x
Baja California,2018,CA25,DESARROLLO MUNICIPAL,8252865723.00,8691954260.00,x
Baja California,2018,CA26,PODER LEGISLATIVO-CONGRESO,498822662.00,527822662.00,x
Baja California,2018,CA27,AUDITORIA SUPERIOR DEL ESTADO,99513643.00,199278365.00,x
Baja California,2018,CA28,PODER JUDICIAL,964835919.00,987904655.00,x
Baja California,2018,CA29,INSTITUTO DE TRANSPARENCIA Y ACCESO A LA INFO,14750000.00,14750000.00,x
Baja California,2018,CA30,COMISION DE LOS DERECHOS HUMANOS,42583217.00,45303499.00,x
Baja California,2018,CA31,INSTITUTO ESTATAL ELECTORAL,187344204.00,187344204.00,x
Baja California,2018,CA32,JUSTICIA ADMINISTRATIVA,42900000.00,43991922.00,x
Baja California,2018,CA33,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,1357000000.00,3100633908.00,x
Baja California,2018,CA34,TRIBUNAL DE JUSTICIA ELECTORAL,23178000.00,23178000.00,x
Baja California,2018,CA35,SRIA EJEC DEL SISTEMA ESTATAL ANTICORRUPCIÓN,0.00,2537727.00,x
Baja California,2018,CA4,FISCALIA GENERAL DEL ESTADO,0.00,0.00,x
Baja California,2018,CA36,FISCALIA ELECTORAL,0.00,0.00,x
Baja California,2018,CATOT,TOTAL DEL GASTO,50629480745.00,56207953138.00,x
Baja California,2019,CA1,OFICINA DE LA GUBERNATURA,118559391.00,108874474.00,x
Baja California,2019,CA2,SECRETARIA GENERAL DE GOBIERNO,267582881.00,264821605.00,x
Baja California,2019,CA3,OFICIALIA MAYOR DE GOBIERNO,717422197.00,711863283.00,x
Baja California,2019,CA4,PROCURADURIA GENERAL DE JUSTICIA,1483468938.00,1528198627.00,x
Baja California,2019,CA5,SECRETARIA DE PLANEACION Y FINANZAS,797442719.00,970575586.00,x
Baja California,2019,CA6,SECRETARÍA DE LA HONESTIDAD Y LA FUNCIÓN PÚBLICA,70452317.00,87859900.00,x
Baja California,2019,CA7,SECRETARIA DE PESCA Y ACUACULTURA,62681711.00,37074924.00,x
Baja California,2019,CA8,SECRETARIA DE INFRAESTRUCTURA Y DESARROLLO URBANO,581009039.00,580965816.00,x
Baja California,2019,CA9,SECRETARIA DE DESARROLLO ECONÓMICO,255539163.00,202602781.00,x
Baja California,2019,CA10,SECRETARIA DE DESARROLLO AGROPECUARIO,145448336.00,117525263.00,x
Baja California,2019,CA11,SECRETARIA DE TURISMO,189684739.00,169937411.00,x
Baja California,2019,CA12,SECRETARIA DE EDUCACION Y BIENESTAR SOCIAL,26531916491.00,27184114773.00,x
Baja California,2019,CA13,SECRETARIA DE PROTECCION AL AMBIENTE,52510011.00,54329532.00,x
Baja California,2019,CA14,SECRETARIA DE DESARROLLO SOCIAL,1731446726.00,2059688624.00,x
Baja California,2019,CA15,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,161577403.00,158549473.00,x
Baja California,2019,CA16,DIRECCION DEL REGISTRO PUBLICO DE LA PROPIEDAD Y DEL COMERCIO,84186799.00,80789269.00,x
Baja California,2019,CA17,SECRETARIA DE SEGURIDAD PÚBLICA,2102729146.00,2103537074.00,x
Baja California,2019,CA18,SECRETARIA DE SALUD,3931196323.00,4721928242.00,x
Baja California,2019,CA8,"SECRETARIA DE INFRAESTRUCTURA, DESARROLLO URBANO Y REORDENACIÓN TERRITORIAL",0.00,0.00,x
Baja California,2019,CA9,SECRETARÍA DE ECONOMÍA SUSTENTABLE Y TURISMO,0.00,0.00,x
Baja California,2019,CA10,SECRETARÍA DEL CAMPO Y LA SEGURIDAD ALIMENTARIA,0.00,0.00,x
Baja California,2019,CA12,SECRETARÍA DE EDUCACIÓN,0.00,0.00,x
Baja California,2019,CA14,SECRETARÍA DE INTEGRACIÓN Y BIENESTAR SOCIAL,0.00,0.00,x
Baja California,2019,CA19,SECRETARÍA DE CULTURA,0.00,0.00,x
Baja California,2019,CA20,SECRETARÍA DE INCLUSIÓN SOCIAL E IGUALDAD DE GÉNERO,0.00,0.00,x
Baja California,2019,CA21,"SECRETARÍA PARA EL MANEJO, SANEAMIENTO Y PROTECCIÓN DEL AGUA",0.00,0.00,x
Baja California,2019,CA22,EROGACIONES ADICIONALES,1028875481.00,390912855.00,x
Baja California,2019,CA23,FINANCIAMIENTO Y DEUDA PUBLICA,1534825689.00,1884684659.00,x
Baja California,2019,CA24,ORGANISMOS NO SECTORIZADOS,0.00,15000000.00,x
Baja California,2019,CA37,COORDINACIÓN DE GABINETE,0.00,0.00,x
Baja California,2019,CA38,DIRECCIÓN DE COMUNICACIÓN SOCIAL,0.00,0.00,x
Baja California,2019,CA5,SECRETARÍA DE HACIENDA,0.00,0.00,x
Baja California,2019,CA39,CONSEJERÍA JURÍDICA,0.00,0.00,x
Baja California,2019,CA25,DESARROLLO MUNICIPAL,9310660040.00,9576493466.00,x
Baja California,2019,CA26,PODER LEGISLATIVO-CONGRESO,568822662.00,574655032.00,x
Baja California,2019,CA27,AUDITORIA SUPERIOR DEL ESTADO,161758156.00,197274757.00,x
Baja California,2019,CA28,PODER JUDICIAL,1000000000.00,1039472034.00,x
Baja California,2019,CA29,INSTITUTO DE TRANSPARENCIA Y ACCESO A LA INFO,15431450.00,15431450.00,x
Baja California,2019,CA30,COMISION DE LOS DERECHOS HUMANOS,46841161.00,46841161.00,x
Baja California,2019,CA31,INSTITUTO ESTATAL ELECTORAL,469654627.00,479702464.00,x
Baja California,2019,CA32,JUSTICIA ADMINISTRATIVA,46000000.00,53293021.00,x
Baja California,2019,CA33,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,1442000000.00,3197928879.00,x
Baja California,2019,CA34,TRIBUNAL DE JUSTICIA ELECTORAL,24248824.00,29050724.00,x
Baja California,2019,CA35,SRIA EJEC DEL SISTEMA ESTATAL ANTICORRUPCIÓN,0.00,0.00,x
Baja California,2019,CA4,FISCALIA GENERAL DEL ESTADO,0.00,0.00,x
Baja California,2019,CA36,FISCALIA ELECTORAL,0.00,0.00,x
Baja California,2019,CATOT,TOTAL DEL GASTO,54933972420.00,58643977159.00,x
Baja California,2020,CA1,OFICINA DE LA GUBERNATURA,114991009.00,111826502.00,x
Baja California,2020,CA2,SECRETARIA GENERAL DE GOBIERNO,1386923773.00,1560638335.00,x
Baja California,2020,CA3,OFICIALIA MAYOR DE GOBIERNO,718739465.00,995619307.00,x
Baja California,2020,CA4,PROCURADURIA GENERAL DE JUSTICIA,2538782780.00,2446774129.00,x
Baja California,2020,CA5,SECRETARIA DE PLANEACION Y FINANZAS,770220823.00,1144025995.00,x
Baja California,2020,CA6,SECRETARÍA DE LA HONESTIDAD Y LA FUNCIÓN PÚBLICA,65590995.00,61572160.00,x
Baja California,2020,CA7,SECRETARIA DE PESCA Y ACUACULTURA,0.00,0.00,x
Baja California,2020,CA8,SECRETARIA DE INFRAESTRUCTURA Y DESARROLLO URBANO,0.00,0.00,x
Baja California,2020,CA9,SECRETARIA DE DESARROLLO ECONÓMICO,0.00,0.00,x
Baja California,2020,CA10,SECRETARIA DE DESARROLLO AGROPECUARIO,0.00,0.00,x
Baja California,2020,CA11,SECRETARIA DE TURISMO,0.00,0.00,x
Baja California,2020,CA12,SECRETARIA DE EDUCACION Y BIENESTAR SOCIAL,0.00,0.00,x
Baja California,2020,CA13,SECRETARIA DE PROTECCION AL AMBIENTE,0.00,0.00,x
Baja California,2020,CA14,SECRETARIA DE DESARROLLO SOCIAL,0.00,0.00,x
Baja California,2020,CA15,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,162919829.00,165735034.00,x
Baja California,2020,CA16,DIRECCION DEL REGISTRO PUBLICO DE LA PROPIEDAD Y DEL COMERCIO,0.00,0.00,x
Baja California,2020,CA17,SECRETARIA DE SEGURIDAD PÚBLICA,0.00,0.00,x
Baja California,2020,CA18,SECRETARIA DE SALUD,3966423082.00,5279246273.00,x
Baja California,2020,CA8,"SECRETARIA DE INFRAESTRUCTURA, DESARROLLO URBANO Y REORDENACIÓN TERRITORIAL",512794026.00,797637654.00,x
Baja California,2020,CA9,SECRETARÍA DE ECONOMÍA SUSTENTABLE Y TURISMO,509732397.00,577412145.00,x
Baja California,2020,CA10,SECRETARÍA DEL CAMPO Y LA SEGURIDAD ALIMENTARIA,154949168.00,193023493.00,x
Baja California,2020,CA12,SECRETARÍA DE EDUCACIÓN,25665983653.00,27752334329.00,x
Baja California,2020,CA14,SECRETARÍA DE INTEGRACIÓN Y BIENESTAR SOCIAL,1749586474.00,2281156233.00,x
Baja California,2020,CA19,SECRETARÍA DE CULTURA,185285669.00,211066058.00,x
Baja California,2020,CA20,SECRETARÍA DE INCLUSIÓN SOCIAL E IGUALDAD DE GÉNERO,35872590.00,22104215.00,x
Baja California,2020,CA21,"SECRETARÍA PARA EL MANEJO, SANEAMIENTO Y PROTECCIÓN DEL AGUA",0.00,929584.00,x
Baja California,2020,CA22,EROGACIONES ADICIONALES,834531962.00,132561440.00,x
Baja California,2020,CA23,FINANCIAMIENTO Y DEUDA PUBLICA,1217705452.00,13128379991.00,x
Baja California,2020,CA24,ORGANISMOS NO SECTORIZADOS,14204970.00,14204970.00,x
Baja California,2020,CA37,COORDINACIÓN DE GABINETE,0.00,0.00,x
Baja California,2020,CA38,DIRECCIÓN DE COMUNICACIÓN SOCIAL,0.00,0.00,x
Baja California,2020,CA5,SECRETARÍA DE HACIENDA,0.00,0.00,x
Baja California,2020,CA39,CONSEJERÍA JURÍDICA,0.00,0.00,x
Baja California,2020,CA25,DESARROLLO MUNICIPAL,9637244022.00,9866155419.00,x
Baja California,2020,CA26,PODER LEGISLATIVO-CONGRESO,588694542.00,588694542.00,x
Baja California,2020,CA27,AUDITORIA SUPERIOR DEL ESTADO,203193000.00,203193000.00,x
Baja California,2020,CA28,PODER JUDICIAL,1000000000.00,1049823261.00,x
Baja California,2020,CA29,INSTITUTO DE TRANSPARENCIA Y ACCESO A LA INFO,13888305.00,13888305.00,x
Baja California,2020,CA30,COMISION DE LOS DERECHOS HUMANOS,42157045.00,42157045.00,x
Baja California,2020,CA31,INSTITUTO ESTATAL ELECTORAL,234000000.00,235512429.00,x
Baja California,2020,CA32,JUSTICIA ADMINISTRATIVA,46000000.00,53451247.00,x
Baja California,2020,CA33,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,1533489434.00,4193317742.00,x
Baja California,2020,CA34,TRIBUNAL DE JUSTICIA ELECTORAL,24248824.00,26248824.00,x
Baja California,2020,CA35,SRIA EJEC DEL SISTEMA ESTATAL ANTICORRUPCIÓN,0.00,0.00,x
Baja California,2020,CA4,FISCALIA GENERAL DEL ESTADO,0.00,0.00,x
Baja California,2020,CA36,FISCALIA ELECTORAL,0.00,0.00,x
Baja California,2020,CATOT,TOTAL DEL GASTO,53928153289.00,73148689661.00,x
Baja California,2021,CA1,OFICINA DE LA GUBERNATURA,123765559.00,150372193.00,x
Baja California,2021,CA2,SECRETARIA GENERAL DE GOBIERNO,1474059485.00,1573172191.00,x
Baja California,2021,CA3,OFICIALIA MAYOR DE GOBIERNO,0.00,0.00,x
Baja California,2021,CA4,PROCURADURIA GENERAL DE JUSTICIA,0.00,0.00,x
Baja California,2021,CA5,SECRETARIA DE PLANEACION Y FINANZAS,1946076666.00,3616477036.00,x
Baja California,2021,CA6,SECRETARÍA DE LA HONESTIDAD Y LA FUNCIÓN PÚBLICA,75991134.00,62995570.00,x
Baja California,2021,CA7,SECRETARIA DE PESCA Y ACUACULTURA,0.00,0.00,x
Baja California,2021,CA8,SECRETARIA DE INFRAESTRUCTURA Y DESARROLLO URBANO,0.00,0.00,x
