Municipio,Año,Código,Activo,Concepto,Aprobado,Devengado,Observaciones
Atizapan de Zaragoza,2019,CA06,x,Secretaría del Ayuntamiento,82148694,76598081.01,x
Atizapan de Zaragoza,2019,CA07,x,Administración,230567631,206900422.3,x
Atizapan de Zaragoza,2019,CA08,x,Desarrollo Urbano y Obras Públicas,285764483.5,253813391,x
Atizapan de Zaragoza,2019,CA09,x,Ecología,10128007,10191507.99,x
Atizapan de Zaragoza,2019,CA10,x,Servicios Públicos,198149582,238078068.6,x
Atizapan de Zaragoza,2019,CA11,x,Promoción Social,7548159,6896804.45,x
Atizapan de Zaragoza,2019,CA12,x,Desarrollo Social,150116241,151408157.1,x
Atizapan de Zaragoza,2019,CA13,x,Gobierno Municipal,0,0,x
Atizapan de Zaragoza,2019,CA14,x,Contraloría,28618783,13667806.55,x
Atizapan de Zaragoza,2019,CA15,x,Tesorería,1098281517,1049442372,x
Atizapan de Zaragoza,2019,CA16,x,Consejería Jurídica,10633474,11199567.6,x
Atizapan de Zaragoza,2019,CA17,x,Dirección de Desarrollo Económico,14448454,13270166.78,x
Atizapan de Zaragoza,2019,CA18,x,Seguridad Pública y Tránsito,353239749.3,383088417,x
Atizapan de Zaragoza,2019,CA19,x,Dirección de Protección Civil y Bomberos,25963924,27492411.59,x
Atizapan de Zaragoza,2019,CATOT,x,Total del gasto,2611845907,2550238407,x
Atizapan de Zaragoza,2018,CA01,x,Presidencia,35246989,31257753.77,x
Atizapan de Zaragoza,2018,CA02,x,Comunicación Social,34787493,28914225.13,x
Atizapan de Zaragoza,2018,CA03,x,Derechos humanos,6038069,4767568.05,x
Atizapan de Zaragoza,2018,CA04,x,Sindicaturas,12382465,9680363.27,x
Atizapan de Zaragoza,2018,CA05,x,Regidurías,48001649,45209478.7,x
Atizapan de Zaragoza,2018,CA06,x,Secretaría del Ayuntamiento,47210214,33602191.27,x
Atizapan de Zaragoza,2018,CA07,x,Administración,194587507.3,199500688.7,x
Atizapan de Zaragoza,2018,CA08,x,Desarrollo Urbano y Obras Públicas,329999157.2,384367627.4,x
Atizapan de Zaragoza,2018,CA09,x,Desarrollo Urbano y Servicios Públicos,18196348,49850701.72,x
Atizapan de Zaragoza,2018,CA10,x,Ecología,10070545,9836202.02,x
Atizapan de Zaragoza,2018,CA11,x,Servicios Públicos,193791303,231294437.6,x
Atizapan de Zaragoza,2018,CA12,x,Promoción Social,7495470,6122807.47,x
Atizapan de Zaragoza,2018,CA13,x,Desarrollo Social,150706174.1,105485239.2,x
Atizapan de Zaragoza,2018,CA14,x,Gobierno Municipal,21045911,19790957.83,x
Atizapan de Zaragoza,2018,CA15,x,Contraloría,11103684,10924130.53,x
Atizapan de Zaragoza,2018,CA16,x,Tesorería,1174645113,857965087.5,x
Atizapan de Zaragoza,2018,CA17,x,Consejería Jurídica,10547390,11342473.49,x
Atizapan de Zaragoza,2018,CA18,x,Dirección General de Desarrollo y Fomento Económico,13388352,8269793.16,x
Atizapan de Zaragoza,2018,CA19,x,Seguridad Pública y Tránsito,333084676.8,380478478.8,x
Atizapan de Zaragoza,2018,CA20,x,Dirección de Autotransporte,8736012,6658600.31,x
Atizapan de Zaragoza,2018,CA21,x,Dirección de Protección Civil y Bomberos,23714378,26539256.1,x
Atizapan de Zaragoza,2018,CATOT,x,Total del gasto,2684778900,2461858062,x
Benito Juarez (Cancun),2021,CA01,x,CABILDO,77284023,96366655.35,x
Benito Juarez (Cancun),2021,CA02,x,PRESIDENCIA MUNICIPAL,233788381,226140136.7,x
Benito Juarez (Cancun),2021,CA03,x,SECRETARIA GENERAL DEL AYUNTAMIENTO,154224766,159188118,x
Benito Juarez (Cancun),2021,CA04,x,TESORERIA MUNICIPAL,734339787,513494848.2,x
Benito Juarez (Cancun),2021,CA05,x,OFICIALIA MAYOR,485244978,599583870.4,x
Benito Juarez (Cancun),2021,CA06,x,CONTRALORIA MUNICIPAL,28111553,33874411.14,x
Benito Juarez (Cancun),2021,CA07,x,SECRETARIA MUNICIPAL DE SEGURIDAD PUBLICA Y TRANSITO,568519709,545139637.8,x
Benito Juarez (Cancun),2021,CA08,x,SECRETARIA MUNICIPAL DE OBRAS PUBLICAS Y SERVICIOS,915333187,1387963635,x
Benito Juarez (Cancun),2021,CA09,x,SECRETARIA MUNICIPAL DE ECOLOGÍA Y DESARROLLO URBANO,54545861,57954193.76,x
Benito Juarez (Cancun),2021,CA10,x,SECRETARIA MUNICIPAL DE DESARROLLO SOCIAL Y ECONÓMICO,97494309,106115729.7,x
Benito Juarez (Cancun),2021,CA11,x,SISTEMA DIF MUNICIPAL,109364975,105417542.7,x
Benito Juarez (Cancun),2021,CA12,x,INSTITUTO MUNICIPAL DEL DEPORTE,27891190,21258285.28,x
Benito Juarez (Cancun),2021,CA13,x,INSTITUTO DE PLANEACION PARA EL DESARROLLO URBANO (IMPLAN),4835940,5456805.97,x
Benito Juarez (Cancun),2021,CA14,x,INSTITUTO MUNICIPAL DE LA CULTURA Y LAS ARTES,26253873,38709121.01,x
Benito Juarez (Cancun),2021,CA15,x,INSTITUTO MUNICIPAL DE LA MUJER,24083470,25864162.96,x
Benito Juarez (Cancun),2021,CA16,x,INSTITUTO MUNICIPAL DE DESARROLLO ADMINISTRATIVO E INNOVACION-IMD,10679947,12215502.76,x
Benito Juarez (Cancun),2021,CA17,x,SOLUCION INTEGRAL DE RESIDUOS SOLIDOS CANCUN-SIRESOL,427800000,441498891.4,x
Benito Juarez (Cancun),2021,CA18,x,ASOCIACION DE FUTBOL PIONEROS A.C.,12000000,12000000,x
Benito Juarez (Cancun),2021,CA19,x,INSTITUTO MUNICIPAL DE LA JUVENTUD,4700000,2700000,x
Benito Juarez (Cancun),2021,CA20,x,RADIO CULTURAL AYUNTAMIENTO,9099172,10836176.31,x
Benito Juarez (Cancun),2021,CA21,x,INSTITUTO MUNICIPAL CONTRA LAS ADICCIONES,4800000,6031061.81,x
Benito Juarez (Cancun),2021,CATOT,x,Total del gasto,4010395121,4407808787,x
Benito Juarez (Cancun),2020,CA01,x,CABILDO,83150410,90188284.38,x
Benito Juarez (Cancun),2020,CA02,x,PRESIDENCIA MUNICIPAL,275983154,207756696.5,x
Benito Juarez (Cancun),2020,CA03,x,SECRETARIA GENERAL DEL AYUNTAMIENTO,155886145,172834113.4,x
Benito Juarez (Cancun),2020,CA04,x,TESORERIA MUNICIPAL,830820994,1679081486,x
Benito Juarez (Cancun),2020,CA05,x,OFICIALIA MAYOR,541190068,554881384.9,x
Benito Juarez (Cancun),2020,CA06,x,CONTRALORIA MUNICIPAL,28180755,29567746.16,x
Benito Juarez (Cancun),2020,CA07,x,SEGURIDAD PÚBLICA Y TRANSITO,642668695,558035145.3,x
Benito Juarez (Cancun),2020,CA08,x,OBRAS PÚBLICAS Y SERVICIOS,1123367076,1116625324,x
Benito Juarez (Cancun),2020,CA09,x,ECOLOGÍA Y DESARROLLO URBANO,60153060,57880361.59,x
Benito Juarez (Cancun),2020,CA10,x,DESARROLLO SOCIAL Y ECONÓMICO,120646627,146613618.3,x
Benito Juarez (Cancun),2020,CA11,x,SISTEMA DIF DEL MUNICIPIO DE BENITO JUÁREZ,96000256,94642967.28,x
Benito Juarez (Cancun),2020,CA12,x,INSTITUTO MUNICIPAL DEL DEPORTE,57231044,38980126.6,x
Benito Juarez (Cancun),2020,CA13,x,INSTITUTO DE PLANEACION PARA EL DESARROLLO URBANO (IMPLAN),7905563,5859614.74,x
Benito Juarez (Cancun),2020,CA14,x,INSTITUTO MUNICIPAL DE LA CULTURA Y LAS ARTES,35057522,63290984.16,x
Benito Juarez (Cancun),2020,CA15,x,INSTITUTO MUNICIPAL DE LA MUJER,30043218,18597880.82,x
Benito Juarez (Cancun),2020,CA16,x,INSTITUTO MUNICIPAL DE DESARROLLO ADMINISTRATIVO E INNOVACION-IMD,11428996,11537739.8,x
Benito Juarez (Cancun),2020,CA17,x,SOLUCION INTEGRAL DE RESIDUOS SOLIDOS CANCUN-SIRESOL,210960000,223366101.3,x
Benito Juarez (Cancun),2020,CA18,x,ASOCIACION DE FUTBOL PIONEROS A.C.,18000000,14731970,x
Benito Juarez (Cancun),2020,CA19,x,INSTITUTO MUNICIPAL DE LA JUVENTUD,6900000,3700000,x
Benito Juarez (Cancun),2020,CA20,x,OPABIEM                                 ,0,0,x
Benito Juarez (Cancun),2020,CA21,x,RADIO CULTURAL AYUNTAMIENTO,11465042,10141398.67,x
Benito Juarez (Cancun),2020,CA22,x,INSTITUTO MUNICIPAL CONTRA LAS ADICCIONES,9635304,6129621.72,x
Benito Juarez (Cancun),2020,CATOT,x,Total del gasto,4356673929,5104442566,x
Benito Juarez (Cancun),2019,CA01,x,ASOCIACION DE FUTBOL PIONEROS A.C.      ,16000000,20000000,x
Benito Juarez (Cancun),2019,CA02,x,CENTRO DE REINSERCIÓN SOCIAL            ,12978721,7356146.33,x
Benito Juarez (Cancun),2019,CA03,x,CONTRALOR MUNICIPAL                     ,0,328280,x
Benito Juarez (Cancun),2019,CA04,x,CONTRALORÍA MUNICIPAL                   ,15608178,10038546.19,x
Benito Juarez (Cancun),2019,CA05,x,COORDINACIÓN DE BECAS                   ,24421834,19288560.06,x
Benito Juarez (Cancun),2019,CA06,x,COORDINACIÓN DE BIBLIOTECAS             ,1100000,145812.21,x
Benito Juarez (Cancun),2019,CA07,x,COORDINACION DEL REGISTRO CIVIL         ,26244184,21910960.9,x
Benito Juarez (Cancun),2019,CA08,x,COORDINACIÓN GENERAL DE ASESORES        ,446853,7994712.6,x
Benito Juarez (Cancun),2019,CA09,x,DELEGACIÓN ALFREDO V. BONFIL            ,9473701,10106028.39,x
Benito Juarez (Cancun),2019,CA10,x,DIRECCIÓN ADMINISTRATIVA                ,54392918,23846955.61,x
Benito Juarez (Cancun),2019,CA11,x,DIRECCIÓN DE ALUMBRADO PÚBLICO          ,259747743,306463851.1,x
Benito Juarez (Cancun),2019,CA12,x,DIRECCION DE ARCHIVO MUNICIPAL          ,7802372,5933994.94,x
Benito Juarez (Cancun),2019,CA13,x,DIRECCIÓN DE ÁREAS NATURALES PROTEGIDAS ,5026672,3492383.6,x
Benito Juarez (Cancun),2019,CA14,x,DIRECCIÓN DE ASUNTOS RELIGIOSOS         ,3202979,2632103.17,x
Benito Juarez (Cancun),2019,CA15,x,DIRECCIÓN DE ATENCIÓN A DEMANDAS EMERGE ,73938233,107005081.6,x
Benito Juarez (Cancun),2019,CA16,x,DIRECCIÓN DE AUDITORÍA                  ,8475452,11377614.11,x
Benito Juarez (Cancun),2019,CA17,x,DIRECCIÓN DE BACHEO Y PIPAS             ,78919328,70595749.59,x
Benito Juarez (Cancun),2019,CA18,x,DIRECCIÓN DE CATASTRO                   ,20377989,50057651.71,x
Benito Juarez (Cancun),2019,CA19,x,DIRECCIÓN DE COMERCIO EN VÍA PÚBLICA    ,7916556,11369101.52,x
Benito Juarez (Cancun),2019,CA20,x,DIRECCIÓN DE CONSTRUCCIÓN               ,217769304,14408043.98,x
Benito Juarez (Cancun),2019,CA21,x,DIRECCIÓN DE CONTABILIDAD               ,11507435,19349028.05,x
Benito Juarez (Cancun),2019,CA22,x,DIRECCIÓN DE CONTROL Y SEGUIMIENTO DE O ,4476204,262849450.5,x
Benito Juarez (Cancun),2019,CA23,x,DIRECCIÓN DE DESARROLLO EN AGRICULTURA  ,754152,531926.97,x
Benito Juarez (Cancun),2019,CA24,x,DIRECCIÓN DE DIVULGACIÓN Y EDUCACIÓN AM ,3339393,1644106.62,x
Benito Juarez (Cancun),2019,CA25,x,DIRECCIÓN DE EGRESOS                    ,109845576,11295132.38,x
Benito Juarez (Cancun),2019,CA26,x,DIRECCIÓN DE FISCALIZACIÓN              ,11978644,13117035.34,x
Benito Juarez (Cancun),2019,CA27,x,DIRECCION DE FOMENTO A LAS MICROEMPRES  ,1993908,918623.52,x
Benito Juarez (Cancun),2019,CA28,x,DIRECCIÓN DE FOMENTO AL DESARROLLO DE L ,743166,136741.91,x
Benito Juarez (Cancun),2019,CA29,x,DIRECCIÓN DE FUNCIÓN PÚBLICA            ,3043423,4400006.59,x
Benito Juarez (Cancun),2019,CA30,x,DIRECCION DE GESTION SOCIAL             ,6012020,6144036.01,x
Benito Juarez (Cancun),2019,CA31,x,DIRECCIÓN DE GOBIERNO                   ,5657132,5801717.6,x
Benito Juarez (Cancun),2019,CA32,x,DIRECCIÓN DE IMAGEN URBANA Y VÍA PÚBLIC ,3729538,4886033.57,x
Benito Juarez (Cancun),2019,CA33,x,DIRECCIÓN DE INGRESOS                   ,59892796,186001742,x
Benito Juarez (Cancun),2019,CA34,x,DIRECCIÓN DE INGRESOS COORDINADOS Y COBRANZA,10326349,12182975.61,x
Benito Juarez (Cancun),2019,CA35,x,DIRECCION DE JUZGADOS CIVICOS           ,9712223,9309802.42,x
Benito Juarez (Cancun),2019,CA36,x,DIRECCIÓN DE LA POLICÍA PREVENTIVA      ,275051846,215452399.9,x
Benito Juarez (Cancun),2019,CA37,x,DIRECCIÓN DE LICITACIONES Y CONTRATOS   ,2554682,2227961.99,x
Benito Juarez (Cancun),2019,CA38,x,DIRECCIÓN DE MANEJO DE RECURSOS NATURAL ,7167049,5260852.02,x
Benito Juarez (Cancun),2019,CA39,x,DIRECCIÓN DE NORMATIVIDAD Y EVALUACIÓN  ,3767235,1503593.76,x
Benito Juarez (Cancun),2019,CA40,x,DIRECCIÓN DE OBRAS ARQUITECTÓNICAS Y CI ,2995940,3123709.46,x
Benito Juarez (Cancun),2019,CA41,x,DIRECCIÓN DE ORGANIZACIÓN COMUNITARIA   ,10878153,14653525,x
Benito Juarez (Cancun),2019,CA42,x,DIRECCIÓN DE PARQUES Y ÁREAS JARDINADAS ,110309797,134269293.7,x
Benito Juarez (Cancun),2019,CA43,x,DIRECCIÓN DE PATRIMONIO MUNICIPAL       ,9587172,8656271.72,x
Benito Juarez (Cancun),2019,CA44,x,DIRECCIÓN DE PLANEACIÓN Y NORMATIVIDAD  ,2086445,2102292.87,x
Benito Juarez (Cancun),2019,CA45,x,DIRECCIÓN DE PLANEACIÓN Y POLÍTICA AMBI ,3520244,1921272.19,x
Benito Juarez (Cancun),2019,CA46,x,DIRECCIÓN DE POZOS Y LIMPIEZA DE PLAYAS ,97100000,95185761.12,x
Benito Juarez (Cancun),2019,CA47,x,DIRECCIÓN DE PREVENCIÓN Y RESPONSABILID ,4168773,713669.25,x
Benito Juarez (Cancun),2019,CA48,x,DIRECCIÓN DE PROGRAMAS SOCIALES         ,3221106,2538485.22,x
Benito Juarez (Cancun),2019,CA49,x,DIRECCION DE PROTECCION Y BIENESTAR ANI ,3062708,2832093.44,x
Benito Juarez (Cancun),2019,CA50,x,DIRECCIÓN DE PROYECTOS                  ,5229981,5391346.76,x
Benito Juarez (Cancun),2019,CA51,x,DIRECCIÓN DE RECURSOS HUMANOS           ,272322269,296991390.5,x
Benito Juarez (Cancun),2019,CA52,x,DIRECCIÓN DE RECURSOS MATERIALES        ,90705435,39060128.86,x
Benito Juarez (Cancun),2019,CA53,x,DIRECCIÓN DE REGULARIZACIÓN DE TENENCIA ,610462,629801.1,x
Benito Juarez (Cancun),2019,CA54,x,DIRECCION DE RELACIONES PUBLICAS        ,3534387,5648083.53,x
Benito Juarez (Cancun),2019,CA55,x,DIRECCIÓN DE SALUD AMBIENTAL            ,421638,211498.18,x
Benito Juarez (Cancun),2019,CA56,x,DIRECCIÓN DE SALUD HUMANA               ,1541817,2154034.72,x
Benito Juarez (Cancun),2019,CA57,x,DIRECCIÓN DE SALUD MENTAL               ,577473,313517.78,x
Benito Juarez (Cancun),2019,CA58,x,DIRECCION DE SERVICIOS GENERALES        ,57980145,72105659.5,x
Benito Juarez (Cancun),2019,CA59,x,DIRECCIÓN DE SUBSTANCIACIÓN             ,100000,1464970.34,x
Benito Juarez (Cancun),2019,CA60,x,DIRECCIÓN DE TALLER MUNICIPAL           ,13759708,18143396.12,x
Benito Juarez (Cancun),2019,CA61,x,DIRECCIÓN DE TRÁNSITO                   ,92819582,83859417.21,x
Benito Juarez (Cancun),2019,CA62,x,DIRECCIÓN DE ZONA FEDERAL MARITIMO TER zofemat,32527935,80238057.94,x
Benito Juarez (Cancun),2019,CA63,x,DIRECCIÓN DEL CENTRO DE RETENCIÓN Y SAN ,11424161,12389351.78,x
Benito Juarez (Cancun),2019,CA64,x,DIRECCIÓN DEL INSTITUTO DE CAPACITACIÓN ,6996508,9341415.31,x
Benito Juarez (Cancun),2019,CA65,x,DIRECCIÓN FINANCIERA                    ,36089708,45795491.59,x
Benito Juarez (Cancun),2019,CA66,x,DIRECCIÓN GENERAL DE ASUNTOS JURÍDICOS  ,9828184,10546797.34,x
Benito Juarez (Cancun),2019,CA67,x,DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIA ,124805051,134832922.5,x
Benito Juarez (Cancun),2019,CA68,x,DIRECCIÓN GENERAL DE LA COORDINACIÓN GE ,5567949,5460544.14,x
Benito Juarez (Cancun),2019,CA69,x,DIRECCIÓN GENERAL DE PLANEACIÓN MUNICIP ,19843825,16642419.08,x
Benito Juarez (Cancun),2019,CA70,x,DIRECCIÓN GENERAL DE PROTECCIÓN CIVIL   ,13990456,15866958.39,x
Benito Juarez (Cancun),2019,CA71,x,DIRECCION GENERAL DE TECNOLOGIAS DE INF ,21685446,20175751.47,x
Benito Juarez (Cancun),2019,CA72,x,DIRECCIÓN GENERAL DE TRANSPORTE Y VIALI ,5341164,5425650.22,x
Benito Juarez (Cancun),2019,CA73,x,DIRECCION GENERAL DE TURISMO MUNICIPAL  ,7000058,6808008.36,x
Benito Juarez (Cancun),2019,CA74,x,DIRECCIÓNDE INV. EN MAT. DE RESP. ADMVAS,100000,2069863.39,x
Benito Juarez (Cancun),2019,CA75,x,DIRECTOR DE BOMBEROS                    ,36716623,32238941.29,x
Benito Juarez (Cancun),2019,CA76,x,DIRECTOR DE DESARROLLO SOCIAL           ,18747936,10942276.72,x
Benito Juarez (Cancun),2019,CA77,x,DIRECTOR DE DESARROLLO URBANO           ,15241523,17959879.69,x
Benito Juarez (Cancun),2019,CA78,x,DIRECTOR DE ECOLOGÍA                    ,15268370,10946527.91,x
Benito Juarez (Cancun),2019,CA79,x,DIRECTOR DE LA POLICÍA PREVENTIVA       ,267362693,238145727.7,x
Benito Juarez (Cancun),2019,CA80,x,DIRECTOR DE LA UNIDAD TECNICO JURIDICA  ,9978518,5841953.75,x
Benito Juarez (Cancun),2019,CA81,x,DIRECTOR DE OBRAS PUBLICAS              ,8997913,11030923.53,x
Benito Juarez (Cancun),2019,CA82,x,DIRECTOR DE SERVICIOS PUBLICOS          ,18639114,65481420.76,x
Benito Juarez (Cancun),2019,CA83,x,DIRECTOR DE TRÁNSITO                    ,0,9595569.84,x
Benito Juarez (Cancun),2019,CA84,x,DIRECTOR DE ZOFEMAT                     ,50902611,50574757.59,x
Benito Juarez (Cancun),2019,CA85,x,DIRECTOR DESARROLLO ECONOMICO           ,3142883,4294497.17,x
Benito Juarez (Cancun),2019,CA86,x,DIRECTOR FINANCIERO                     ,121090488,140107072.7,x
Benito Juarez (Cancun),2019,CA87,x,DIRECTOR GENERAL DE EDUCACION           ,19910570,29853336.53,x
Benito Juarez (Cancun),2019,CA88,x,DIRECTOR GENERAL DE PLANEACION          ,12897594,2526409.12,x
Benito Juarez (Cancun),2019,CA89,x,DIRECTOR GENERAL DE SALUD               ,4428124,4347991.78,x
Benito Juarez (Cancun),2019,CA90,x,DIRECTOR VINCULACION ORG DESCENTRALIZADO,634756,269622.49,x
Benito Juarez (Cancun),2019,CA91,x,EVENTOS CÍVICOS                         ,1000000,339000.4,x
Benito Juarez (Cancun),2019,CA92,x,HERÓICO CUERPO DE BOMBEROS              ,18000000,5122958.16,x
Benito Juarez (Cancun),2019,CA93,x,INSTITUTO DE PLANEACIÓN PARA EL DESARRO ,8903437,8597015.49,x
Benito Juarez (Cancun),2019,CA94,x,INSTITUTO MUNICIPAL CONTRA LAS ADICCIONE,7135304,7135296,x
Benito Juarez (Cancun),2019,CA95,x,INSTITUTO MUNICIPAL DE DESARROLLO ADMIN ,8894577,11742575.09,x
Benito Juarez (Cancun),2019,CA96,x,INSTITUTO MUNICIPAL DE LA CULTURA Y LAS ,34256476,38681644.69,x
Benito Juarez (Cancun),2019,CA97,x,INSTITUTO MUNICIPAL DE LA JUVENTUD      ,5574874,5309487.74,x
Benito Juarez (Cancun),2019,CA98,x,INSTITUTO MUNICIPAL DE LA MUJER         ,18956036,20743215.29,x
Benito Juarez (Cancun),2019,CA99,x,INSTITUTO MUNICIPAL DEL DEPORTE         ,50596509,50267325.95,x
Benito Juarez (Cancun),2019,CA100,x,OFICIALÍA MAYOR                         ,49512052,77444648.28,x
Benito Juarez (Cancun),2019,CA101,x,PRESIDENCIA MUNICIPAL                   ,6281151,4572973.28,x
Benito Juarez (Cancun),2019,CA102,x,RADIO CULTURAL AYUNTAMIENTO             ,9211637,9585870.6,x
Benito Juarez (Cancun),2019,CA103,x,REGIDURIA                        ,50374367,61300305.2,x
Benito Juarez (Cancun),2019,CA104,x,SECRETARÍA GENERAL DEL AYUNTAMIENTO     ,11864447,24285194.57,x
Benito Juarez (Cancun),2019,CA105,x,SECRETARÍA PARTICULAR                   ,24500463,20400902.53,x
Benito Juarez (Cancun),2019,CA106,x,SECRETARÍA PRIVADA                      ,1898162,3383253.47,x
Benito Juarez (Cancun),2019,CA107,x,SECRETARÍA TECNICA                      ,3746801,19280566.06,x
Benito Juarez (Cancun),2019,CA108,x,SECRETARIO MPAL DE OBRAS Y SERVICIOS PUB,29292949,32364515.06,x
Benito Juarez (Cancun),2019,CA109,x,SECRETARIO MPAL DES SOCIAL Y ECONOMICO  ,20443725,26173988.02,x
Benito Juarez (Cancun),2019,CA110,x,SECRETARÍO MPAL ECOLOGÍA Y DES URBANO   ,3140598,2808404.99,x
Benito Juarez (Cancun),2019,CA111,x,SEGURIDAD PÚBLICA Y TRANSITO            ,17981110,22849285.53,x
Benito Juarez (Cancun),2019,CA112,x,SINDICATURA                             ,8056591,7940605.95,x
Benito Juarez (Cancun),2019,CA113,x,SISTEMA DE PROTECCIÓN INTEGRAL DE NIÑAS ,800000,156452.6,x
Benito Juarez (Cancun),2019,CA114,x,SISTEMA DIF DEL MUNICIPIO DE BENITO JUÁ ,96000256,97225511.39,x
Benito Juarez (Cancun),2019,CA115,x,SOLUCION INTEGRAL DE RESIDUOS SOLIDOS   ,385111500,409811500,x
Benito Juarez (Cancun),2019,CA116,x,SUBDELEGACION PUERTO JUAREZ             ,921805,878862.18,x
Benito Juarez (Cancun),2019,CA117,x,SUPERVISION DEL SISTEMA DE LIMPIA       ,1579550,1923299.41,x
Benito Juarez (Cancun),2019,CA118,x,TESORERÍA MUNICIPAL                     ,69581601,102893126.9,x
Benito Juarez (Cancun),2019,CA119,x,"UNIDAD DE VINCULACIÓN, TRANSPARENCIA UVTAIP       ",2837211,4241195.68,x
Benito Juarez (Cancun),2019,CATOT,x,Total del gasto,4007542373,4336543483,x
Benito Juarez (Cancun),2018,CA01,x,ASOCIACION DE FUTBOL PIONEROS A.C.      ,16000000,19000000,x
Benito Juarez (Cancun),2018,CA02,x,DIRECCIÓN DE COMERCIO EN VÍA PÚBLICA    ,828000,6909894.52,x
Benito Juarez (Cancun),2018,CA03,x,CONTRALOR MUNICIPAL                     ,9002856,24558264.77,x
Benito Juarez (Cancun),2018,CA04,x,CONTRALORÍA INTERNA DE LA OFICIALÍA MAY ,0,24359.01,x
Benito Juarez (Cancun),2018,CA05,x,CONTRALORÍA INTERNA DE LA SECRETARÍA  D ,0,24359.01,x
Benito Juarez (Cancun),2018,CA06,x,CONTRALORÍA INTERNA DE LA TESORERÍA     ,0,30559.27,x
Benito Juarez (Cancun),2018,CA07,x,CONTROL Y EJERCICIO DE LA INVERSION     ,117286,2631863.37,x
Benito Juarez (Cancun),2018,CA08,x,COORDINACIÓN DE BECAS                   ,10000000,13011294.4,x
Benito Juarez (Cancun),2018,CA09,x,COORDINACIÓN DE BIBLIOTECAS             ,569600,181586.4,x
Benito Juarez (Cancun),2018,CA10,x,COORDINACION DEL REGISTRO CIVIL         ,3400000,21344534.47,x
Benito Juarez (Cancun),2018,CA11,x,COORDINACIÓN GENERAL DE ASESORES        ,75000,1130362.33,x
Benito Juarez (Cancun),2018,CA12,x,CUARTA REGIDURIA                        ,426000,2553165.75,x
Benito Juarez (Cancun),2018,CA13,x,DECIMA REGIDURIA                        ,426000,2244646.5,x
Benito Juarez (Cancun),2018,CA14,x,DECIMO CUARTA REGIDURIA                 ,426000,2583976.42,x
Benito Juarez (Cancun),2018,CA15,x,DECIMO PRIMER REGIDOR                   ,426000,2935104.89,x
Benito Juarez (Cancun),2018,CA16,x,DECIMO QUINTA REGIDURIA                 ,426000,2368554.7,x
Benito Juarez (Cancun),2018,CA17,x,DECIMO SEGUNDA REGIDURIA                ,426000,2133590.36,x
Benito Juarez (Cancun),2018,CA18,x,DECIMO TERCERA REGIDURIA                ,426000,2294686.95,x
Benito Juarez (Cancun),2018,CA19,x,DELEGACIÓN ALFREDO V. BONFIL            ,1330000,8687896.2,x
Benito Juarez (Cancun),2018,CA20,x,DIRECCION  DE SEGUIMIENTO Y ACUERDOS    ,0,505511.78,x
Benito Juarez (Cancun),2018,CA21,x,DIRECCIÓN CONSULTIVA                    ,0,934938.3,x
Benito Juarez (Cancun),2018,CA22,x,DIRECCIÓN DE ACADEMIA DE POLICÍA        ,0,1851103.46,x
Benito Juarez (Cancun),2018,CA23,x,DIRECCIÓN DE ALUMBRADO PÚBLICO          ,152500000,209281724.4,x
Benito Juarez (Cancun),2018,CA24,x,DIRECCIÓN DE ÁREAS NATURALES PROTEGIDAS ,200000,3022125.65,x
Benito Juarez (Cancun),2018,CA25,x,DIRECCIÓN DE ASUNTOS INTERNACIONALES    ,0,269128.06,x
Benito Juarez (Cancun),2018,CA26,x,DIRECCIÓN DE ASUNTOS INTERNOS           ,0,258358.96,x
Benito Juarez (Cancun),2018,CA27,x,DIRECCIÓN DE ATENCIÓN A DEMANDAS EMERGE ,36500000,71430030.51,x
